GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09001106601021","2012-2016",,,"Connecticut","09","New London County","011",,,"660102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6601.02, New London County, Connecticut",851,851,851,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,26,26,16,17,0,766,"Block Group 1, Census Tract 6601.02, New London County, Connecticut",149,149,149,149,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,149,12,20,29,17,21,12,149
"G09001106601022","2012-2016",,,"Connecticut","09","New London County","011",,,"660102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6601.02, New London County, Connecticut",1936,1936,1936,1833,13,0,50,0,26,14,0,14,0,0,0,0,0,0,0,0,0,0,1936,29,56,32,14,34,137,1634,"Block Group 2, Census Tract 6601.02, New London County, Connecticut",217,217,217,199,21,12,53,12,41,21,12,21,12,12,12,12,12,12,12,12,12,12,217,31,74,44,18,36,91,210
"G09001106601023","2012-2016",,,"Connecticut","09","New London County","011",,,"660102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6601.02, New London County, Connecticut",814,814,814,704,88,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,10,0,0,33,9,8,754,"Block Group 3, Census Tract 6601.02, New London County, Connecticut",252,252,252,213,135,12,34,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,252,17,12,12,26,13,13,255
"G09001106601024","2012-2016",,,"Connecticut","09","New London County","011",,,"660102","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6601.02, New London County, Connecticut",698,698,698,608,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,150,8,0,7,533,"Block Group 4, Census Tract 6601.02, New London County, Connecticut",278,278,278,215,12,12,140,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,278,12,12,160,13,12,12,199
"G09001106903001","2012-2016",,,"Connecticut","09","New London County","011",,,"690300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6903, New London County, Connecticut",1224,1224,806,455,254,0,0,0,0,97,0,97,418,142,32,0,0,0,229,15,15,0,1170,0,0,117,0,0,8,1045,"Block Group 1, Census Tract 6903, New London County, Connecticut",431,431,348,273,187,12,12,12,12,137,12,137,331,121,51,12,12,12,317,25,25,12,415,12,12,178,12,12,13,396
"G09001106903002","2012-2016",,,"Connecticut","09","New London County","011",,,"690300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6903, New London County, Connecticut",1120,1120,722,640,82,0,0,0,0,0,0,0,398,328,24,0,0,0,46,0,0,0,1120,117,298,130,18,0,0,557,"Block Group 2, Census Tract 6903, New London County, Connecticut",374,374,254,247,68,12,12,12,12,12,12,12,295,284,37,12,12,12,74,12,12,12,374,175,286,119,31,12,12,231
"G09001106903003","2012-2016",,,"Connecticut","09","New London County","011",,,"690300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6903, New London County, Connecticut",2078,2078,844,548,211,0,0,0,0,85,73,12,1234,433,170,0,0,0,631,0,0,0,2064,240,566,107,253,279,0,619,"Block Group 3, Census Tract 6903, New London County, Connecticut",486,486,272,226,132,12,12,12,12,118,117,19,472,266,184,12,12,12,375,12,12,12,481,171,318,137,271,195,12,231
"G09001106903004","2012-2016",,,"Connecticut","09","New London County","011",,,"690300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6903, New London County, Connecticut",1607,1607,981,352,387,0,113,0,0,129,0,129,626,16,24,0,0,0,560,26,0,26,1607,271,435,121,80,304,48,348,"Block Group 4, Census Tract 6903, New London County, Connecticut",424,424,346,177,281,12,128,12,12,99,12,99,363,25,31,12,12,12,352,39,12,39,424,271,300,108,96,306,77,156
"G09001106904001","2012-2016",,,"Connecticut","09","New London County","011",,,"690400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6904, New London County, Connecticut",1222,1222,344,211,121,0,2,0,0,10,0,10,878,493,10,0,0,0,375,0,0,0,1222,83,309,131,157,114,31,397,"Block Group 1, Census Tract 6904, New London County, Connecticut",323,323,107,91,65,12,7,12,12,15,12,15,340,312,13,12,12,12,166,12,12,12,323,76,204,107,116,102,36,165
"G09001106904002","2012-2016",,,"Connecticut","09","New London County","011",,,"690400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6904, New London County, Connecticut",1126,1126,473,185,234,0,24,0,0,30,0,30,653,297,54,0,0,0,264,38,14,24,1126,83,236,10,79,26,4,688,"Block Group 2, Census Tract 6904, New London County, Connecticut",249,249,154,69,136,12,33,12,12,34,12,34,226,163,57,12,12,12,193,43,22,35,249,76,176,15,59,36,7,191
"G09001106905001","2012-2016",,,"Connecticut","09","New London County","011",,,"690500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6905, New London County, Connecticut",454,454,405,285,39,0,22,0,0,59,0,59,49,41,0,0,0,0,0,8,0,8,454,129,9,0,54,16,0,246,"Block Group 1, Census Tract 6905, New London County, Connecticut",153,153,156,111,67,12,36,12,12,48,12,48,41,39,12,12,12,12,12,12,12,12,153,123,14,12,68,18,12,101
"G09001106905002","2012-2016",,,"Connecticut","09","New London County","011",,,"690500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6905, New London County, Connecticut",2242,2242,1621,919,540,0,48,12,34,68,0,68,621,216,9,0,0,0,360,36,36,0,2242,499,416,314,173,50,28,762,"Block Group 2, Census Tract 6905, New London County, Connecticut",351,351,363,248,288,12,46,22,49,62,12,62,270,123,15,12,12,12,227,43,43,12,351,276,217,205,111,36,46,254
"G09001106907001","2012-2016",,,"Connecticut","09","New London County","011",,,"690700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6907, New London County, Connecticut",1279,1279,852,492,294,0,0,0,0,66,0,66,427,353,5,0,0,0,27,42,14,28,1263,198,32,430,27,87,5,484,"Block Group 1, Census Tract 6907, New London County, Connecticut",275,275,237,204,235,12,12,12,12,56,12,56,232,241,8,12,12,12,43,48,21,28,280,124,27,258,36,122,10,167
"G09001106908001","2012-2016",,,"Connecticut","09","New London County","011",,,"690800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6908, New London County, Connecticut",1102,1102,728,485,108,0,26,0,0,109,0,109,374,208,10,0,0,0,156,0,0,0,1102,140,198,58,83,37,0,586,"Block Group 1, Census Tract 6908, New London County, Connecticut",323,323,234,193,88,12,39,12,12,138,12,138,265,180,17,12,12,12,230,12,12,12,323,165,235,62,102,38,12,226
"G09001106908002","2012-2016",,,"Connecticut","09","New London County","011",,,"690800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6908, New London County, Connecticut",770,770,737,506,129,0,54,29,0,19,0,19,33,0,16,0,0,0,17,0,0,0,770,9,62,120,0,40,0,539,"Block Group 2, Census Tract 6908, New London County, Connecticut",198,198,197,189,99,12,75,50,12,22,12,22,39,12,27,12,12,12,26,12,12,12,198,14,75,164,12,50,12,176
"G09001106908003","2012-2016",,,"Connecticut","09","New London County","011",,,"690800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6908, New London County, Connecticut",1397,1397,830,739,53,0,4,0,0,34,0,34,567,252,0,0,0,0,259,56,0,56,1226,45,224,32,0,96,11,818,"Block Group 3, Census Tract 6908, New London County, Connecticut",340,340,200,176,49,12,8,12,12,51,12,51,280,199,12,12,12,12,217,109,12,109,335,69,155,29,12,127,17,324
"G09001106909001","2012-2016",,,"Connecticut","09","New London County","011",,,"690900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6909, New London County, Connecticut",1433,1433,1328,1248,39,6,5,0,0,30,4,26,105,66,0,0,0,0,22,17,0,17,920,17,11,0,61,76,0,755,"Block Group 1, Census Tract 6909, New London County, Connecticut",336,336,313,294,34,13,11,12,12,32,9,31,117,75,12,12,12,12,14,42,12,42,275,28,25,12,67,116,12,244
"G09001106909002","2012-2016",,,"Connecticut","09","New London County","011",,,"690900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6909, New London County, Connecticut",889,889,889,761,8,0,87,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,889,21,22,0,0,0,0,846,"Block Group 2, Census Tract 6909, New London County, Connecticut",270,270,270,253,17,12,136,12,12,39,12,39,12,12,12,12,12,12,12,12,12,12,270,25,35,12,12,12,12,280
"G09001106909003","2012-2016",,,"Connecticut","09","New London County","011",,,"690900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6909, New London County, Connecticut",667,667,667,597,22,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,667,2,0,32,13,3,21,596,"Block Group 3, Census Tract 6909, New London County, Connecticut",192,192,192,198,25,12,12,12,12,55,12,55,12,12,12,12,12,12,12,12,12,12,192,5,12,35,22,6,33,186
"G09001106909004","2012-2016",,,"Connecticut","09","New London County","011",,,"690900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6909, New London County, Connecticut",1853,1853,1246,927,223,0,18,0,0,78,0,78,607,20,21,0,0,0,375,191,191,0,1853,310,70,48,12,206,55,1152,"Block Group 4, Census Tract 6909, New London County, Connecticut",397,397,268,224,164,12,28,12,12,91,12,91,353,34,34,12,12,12,206,197,197,12,397,307,58,53,22,120,81,318
"G09001106933001","2012-2016",,,"Connecticut","09","New London County","011",,,"693300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6933, New London County, Connecticut",1048,1048,1013,885,14,13,81,0,0,20,0,20,35,35,0,0,0,0,0,0,0,0,1048,51,12,18,0,66,0,901,"Block Group 1, Census Tract 6933, New London County, Connecticut",238,238,241,227,23,26,105,12,12,38,12,38,60,60,12,12,12,12,12,12,12,12,238,66,19,29,12,52,12,231
"G09001106933002","2012-2016",,,"Connecticut","09","New London County","011",,,"693300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6933, New London County, Connecticut",1581,1581,1547,1504,0,0,12,0,0,31,0,31,34,34,0,0,0,0,0,0,0,0,1581,12,57,38,29,0,65,1380,"Block Group 2, Census Tract 6933, New London County, Connecticut",318,318,314,306,12,12,20,12,12,50,12,50,55,55,12,12,12,12,12,12,12,12,318,21,49,63,49,12,71,329
"G09001106933003","2012-2016",,,"Connecticut","09","New London County","011",,,"693300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6933, New London County, Connecticut",2808,2808,2555,2357,159,0,39,0,0,0,0,0,253,30,0,0,0,0,117,106,91,15,2632,136,58,19,115,157,0,2147,"Block Group 3, Census Tract 6933, New London County, Connecticut",585,585,555,573,164,12,56,12,12,12,12,12,199,53,12,12,12,12,136,102,97,26,584,163,52,20,160,165,12,550
"G09001106934001","2012-2016",,,"Connecticut","09","New London County","011",,,"693400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6934, New London County, Connecticut",836,836,643,506,0,43,77,0,0,17,0,17,193,125,0,0,0,0,68,0,0,0,836,9,87,66,26,0,0,648,"Block Group 1, Census Tract 6934, New London County, Connecticut",225,225,172,135,12,64,88,12,12,26,12,26,136,119,12,12,12,12,94,12,12,12,225,13,102,79,40,12,12,193
"G09001106934002","2012-2016",,,"Connecticut","09","New London County","011",,,"693400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6934, New London County, Connecticut",1992,1992,1934,1660,32,0,150,0,0,92,0,92,58,21,0,0,0,0,37,0,0,0,1891,12,25,180,2,122,8,1542,"Block Group 2, Census Tract 6934, New London County, Connecticut",282,282,291,267,33,12,165,12,12,79,12,79,54,23,12,12,12,12,50,12,12,12,274,19,24,181,8,101,12,263
"G09001106934003","2012-2016",,,"Connecticut","09","New London County","011",,,"693400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6934, New London County, Connecticut",791,791,768,686,4,0,78,0,0,0,0,0,23,12,11,0,0,0,0,0,0,0,791,132,17,33,51,101,21,436,"Block Group 3, Census Tract 6934, New London County, Connecticut",210,210,207,197,7,12,85,12,12,12,12,12,25,19,17,12,12,12,12,12,12,12,210,91,19,37,51,81,23,202
"G09001106934004","2012-2016",,,"Connecticut","09","New London County","011",,,"693400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6934, New London County, Connecticut",634,634,634,605,10,0,9,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,634,18,49,0,26,33,69,439,"Block Group 4, Census Tract 6934, New London County, Connecticut",137,137,137,139,16,12,14,12,12,16,12,16,12,12,12,12,12,12,12,12,12,12,137,20,56,12,23,52,61,143
"G09001106935001","2012-2016",,,"Connecticut","09","New London County","011",,,"693500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6935, New London County, Connecticut",1569,1569,1549,1533,6,0,0,0,0,10,0,10,20,13,0,0,0,0,7,0,0,0,1534,35,27,9,0,39,0,1424,"Block Group 1, Census Tract 6935, New London County, Connecticut",200,200,192,191,14,12,12,12,12,16,12,16,26,20,12,12,12,12,15,12,12,12,201,40,38,15,12,44,12,219
"G09001106935002","2012-2016",,,"Connecticut","09","New London County","011",,,"693500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6935, New London County, Connecticut",1892,1892,1814,1538,172,0,45,0,0,59,10,49,78,62,0,0,0,0,16,0,0,0,1871,17,98,43,1,44,23,1645,"Block Group 2, Census Tract 6935, New London County, Connecticut",205,205,196,204,114,12,41,12,12,52,15,49,71,64,12,12,12,12,25,12,12,12,203,18,95,52,4,36,41,218
"G09001106936001","2012-2016",,,"Connecticut","09","New London County","011",,,"693600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6936, New London County, Connecticut",998,998,981,900,34,0,11,0,0,36,0,36,17,0,0,0,0,0,17,0,0,0,998,19,16,0,8,35,0,920,"Block Group 1, Census Tract 6936, New London County, Connecticut",277,277,275,279,51,12,17,12,12,28,12,28,23,12,12,12,12,12,23,12,12,12,277,20,24,12,12,29,12,279
"G09001106936002","2012-2016",,,"Connecticut","09","New London County","011",,,"693600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6936, New London County, Connecticut",1086,1086,1074,1049,25,0,0,0,0,0,0,0,12,9,0,0,0,0,3,0,0,0,1085,4,80,32,0,16,38,915,"Block Group 2, Census Tract 6936, New London County, Connecticut",205,205,204,201,30,12,12,12,12,12,12,12,15,14,12,12,12,12,4,12,12,12,205,4,83,39,12,18,43,230
"G09001106936003","2012-2016",,,"Connecticut","09","New London County","011",,,"693600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6936, New London County, Connecticut",814,814,796,707,0,0,65,0,0,24,0,24,18,18,0,0,0,0,0,0,0,0,814,0,73,0,18,0,0,723,"Block Group 3, Census Tract 6936, New London County, Connecticut",178,178,178,170,12,12,93,12,12,29,12,29,35,35,12,12,12,12,12,12,12,12,178,12,102,12,35,12,12,187
"G09001106937001","2012-2016",,,"Connecticut","09","New London County","011",,,"693700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6937, New London County, Connecticut",1629,1629,1383,1201,23,19,71,0,0,69,0,69,246,140,5,0,0,0,94,7,6,1,1592,23,67,35,8,27,51,1381,"Block Group 1, Census Tract 6937, New London County, Connecticut",258,258,241,218,22,27,68,12,12,53,12,53,155,107,11,12,12,12,102,19,12,16,254,21,83,54,13,24,65,251
"G09001106937002","2012-2016",,,"Connecticut","09","New London County","011",,,"693700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6937, New London County, Connecticut",1654,1654,1560,1201,55,30,249,0,0,25,14,11,94,94,0,0,0,0,0,0,0,0,1537,8,18,0,0,140,0,1371,"Block Group 2, Census Tract 6937, New London County, Connecticut",268,268,244,209,68,49,160,12,12,25,24,18,128,128,12,12,12,12,12,12,12,12,262,11,28,12,12,92,12,223
"G09001106952011","2012-2016",,,"Connecticut","09","New London County","011",,,"695201","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6952.01, New London County, Connecticut",1296,1296,1172,1091,31,0,0,0,0,50,11,39,124,124,0,0,0,0,0,0,0,0,1296,32,213,12,0,165,0,874,"Block Group 1, Census Tract 6952.01, New London County, Connecticut",408,408,363,361,49,12,12,12,12,61,18,59,139,139,12,12,12,12,12,12,12,12,408,37,307,19,12,236,12,337
"G09001106952012","2012-2016",,,"Connecticut","09","New London County","011",,,"695201","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6952.01, New London County, Connecticut",1358,1358,1283,1062,70,21,130,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,1358,253,0,35,182,70,0,818,"Block Group 2, Census Tract 6952.01, New London County, Connecticut",397,397,398,386,116,33,167,12,12,12,12,12,119,119,12,12,12,12,12,12,12,12,397,284,12,55,251,116,12,248
"G09001106952013","2012-2016",,,"Connecticut","09","New London County","011",,,"695201","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6952.01, New London County, Connecticut",741,741,738,631,40,0,67,0,0,0,0,0,3,0,0,0,0,0,2,1,1,0,736,0,12,0,0,67,0,657,"Block Group 3, Census Tract 6952.01, New London County, Connecticut",243,243,243,221,64,12,100,12,12,12,12,12,5,12,12,12,12,12,4,2,2,12,243,12,19,12,12,100,12,243
"G09001106952014","2012-2016",,,"Connecticut","09","New London County","011",,,"695201","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6952.01, New London County, Connecticut",1478,1478,1413,1307,0,20,0,0,0,86,0,86,65,65,0,0,0,0,0,0,0,0,1478,125,10,51,12,170,0,1110,"Block Group 4, Census Tract 6952.01, New London County, Connecticut",367,367,363,333,12,34,12,12,12,86,12,86,81,81,12,12,12,12,12,12,12,12,367,201,17,62,20,148,12,309
"G09001106952021","2012-2016",,,"Connecticut","09","New London County","011",,,"695202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6952.02, New London County, Connecticut",974,974,920,875,0,0,0,0,0,45,0,45,54,37,0,0,0,0,17,0,0,0,974,30,18,0,0,0,16,910,"Block Group 1, Census Tract 6952.02, New London County, Connecticut",209,209,209,209,12,12,12,12,12,71,12,71,55,62,12,12,12,12,26,12,12,12,209,31,29,12,12,12,27,217
"G09001106952022","2012-2016",,,"Connecticut","09","New London County","011",,,"695202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6952.02, New London County, Connecticut",1819,1819,1804,1434,32,85,0,0,0,253,0,253,15,12,0,0,0,0,3,0,0,0,1819,46,42,2,31,0,11,1687,"Block Group 2, Census Tract 6952.02, New London County, Connecticut",418,418,423,348,41,119,12,12,12,174,12,174,22,19,12,12,12,12,6,12,12,12,418,70,42,5,31,12,18,416
"G09001106952023","2012-2016",,,"Connecticut","09","New London County","011",,,"695202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6952.02, New London County, Connecticut",2097,2097,1869,1739,0,0,70,0,26,34,0,34,228,190,0,0,0,0,0,38,0,38,2097,61,97,0,0,0,14,1925,"Block Group 3, Census Tract 6952.02, New London County, Connecticut",440,440,406,413,12,12,74,12,42,50,12,50,267,259,12,12,12,12,12,65,12,65,440,90,111,12,12,12,22,426
"G09001106952024","2012-2016",,,"Connecticut","09","New London County","011",,,"695202","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6952.02, New London County, Connecticut",1611,1611,1506,1354,0,0,65,0,0,87,0,87,105,105,0,0,0,0,0,0,0,0,1611,146,14,14,39,74,0,1324,"Block Group 4, Census Tract 6952.02, New London County, Connecticut",292,292,258,224,12,12,63,12,12,82,12,82,115,115,12,12,12,12,12,12,12,12,292,210,23,24,65,74,12,347
"G09001106961001","2012-2016",,,"Connecticut","09","New London County","011",,,"696100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6961, New London County, Connecticut",1308,1308,1129,1089,0,0,40,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,1276,55,56,208,4,64,28,861,"Block Group 1, Census Tract 6961, New London County, Connecticut",427,427,308,301,12,12,58,12,12,12,12,12,324,324,12,12,12,12,12,12,12,12,400,51,41,348,11,103,29,262
"G09001106961002","2012-2016",,,"Connecticut","09","New London County","011",,,"696100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6961, New London County, Connecticut",1201,1201,787,545,138,35,69,0,0,0,0,0,414,75,0,0,0,0,339,0,0,0,1201,5,122,342,0,116,15,601,"Block Group 2, Census Tract 6961, New London County, Connecticut",334,334,332,219,180,44,106,12,12,12,12,12,238,84,12,12,12,12,235,12,12,12,334,7,124,235,12,137,25,354
"G09001106961003","2012-2016",,,"Connecticut","09","New London County","011",,,"696100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6961, New London County, Connecticut",1615,1615,1534,1244,51,0,0,0,0,239,0,239,81,14,67,0,0,0,0,0,0,0,1615,144,33,141,333,111,82,771,"Block Group 3, Census Tract 6961, New London County, Connecticut",571,571,574,545,119,12,12,12,12,174,12,174,112,25,112,12,12,12,12,12,12,12,571,95,38,153,520,187,96,407
"G09001106961004","2012-2016",,,"Connecticut","09","New London County","011",,,"696100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6961, New London County, Connecticut",870,870,870,506,43,0,0,0,0,321,0,321,0,0,0,0,0,0,0,0,0,0,870,21,0,60,48,129,0,612,"Block Group 4, Census Tract 6961, New London County, Connecticut",340,340,340,179,49,12,12,12,12,318,12,318,12,12,12,12,12,12,12,12,12,12,340,32,12,81,76,182,12,281
"G09001106962001","2012-2016",,,"Connecticut","09","New London County","011",,,"696200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6962, New London County, Connecticut",869,869,473,423,1,0,49,0,0,0,0,0,396,345,51,0,0,0,0,0,0,0,869,1,0,28,1,71,21,747,"Block Group 1, Census Tract 6962, New London County, Connecticut",508,508,159,143,3,12,82,12,12,12,12,12,526,459,68,12,12,12,12,12,12,12,508,3,12,34,3,82,32,521
"G09001106962002","2012-2016",,,"Connecticut","09","New London County","011",,,"696200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6962, New London County, Connecticut",1621,1621,1535,1198,55,0,228,0,0,54,0,54,86,0,0,0,0,0,86,0,0,0,1621,46,27,0,0,11,12,1525,"Block Group 2, Census Tract 6962, New London County, Connecticut",382,382,375,274,63,12,166,12,12,81,12,81,140,12,12,12,12,12,140,12,12,12,382,55,42,12,12,18,20,381
"G09001106962003","2012-2016",,,"Connecticut","09","New London County","011",,,"696200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6962, New London County, Connecticut",1096,1096,1038,717,187,0,110,0,24,0,0,0,58,58,0,0,0,0,0,0,0,0,1096,14,19,14,12,32,51,954,"Block Group 3, Census Tract 6962, New London County, Connecticut",275,275,283,214,187,12,142,12,37,12,12,12,90,90,12,12,12,12,12,12,12,12,275,23,30,23,20,39,65,275
"G09001106962004","2012-2016",,,"Connecticut","09","New London County","011",,,"696200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6962, New London County, Connecticut",1212,1212,1207,1063,19,0,112,0,0,13,0,13,5,0,0,0,0,0,5,0,0,0,1212,3,0,31,0,4,6,1168,"Block Group 4, Census Tract 6962, New London County, Connecticut",331,331,330,303,29,12,160,12,12,22,12,22,11,12,12,12,12,12,11,12,12,12,331,7,12,49,12,9,12,327
"G09001106963001","2012-2016",,,"Connecticut","09","New London County","011",,,"696300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6963, New London County, Connecticut",981,981,981,871,10,20,24,0,0,56,0,56,0,0,0,0,0,0,0,0,0,0,981,8,9,43,8,15,0,898,"Block Group 1, Census Tract 6963, New London County, Connecticut",200,200,200,178,16,24,29,12,12,80,12,80,12,12,12,12,12,12,12,12,12,12,200,12,14,54,13,24,12,205
"G09001106963002","2012-2016",,,"Connecticut","09","New London County","011",,,"696300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6963, New London County, Connecticut",1672,1672,1439,1317,76,0,26,0,0,20,0,20,233,62,0,99,0,0,23,49,0,49,1571,117,36,26,0,232,100,1060,"Block Group 2, Census Tract 6963, New London County, Connecticut",224,224,208,198,98,12,26,12,12,30,12,30,196,72,12,151,12,12,31,83,12,83,219,151,41,43,12,196,127,257
"G09001106964001","2012-2016",,,"Connecticut","09","New London County","011",,,"696400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6964, New London County, Connecticut",1444,1444,1054,701,251,4,0,0,0,98,26,72,390,53,0,244,0,0,0,93,0,93,1444,36,282,0,31,48,93,954,"Block Group 1, Census Tract 6964, New London County, Connecticut",552,552,428,293,189,9,12,12,12,77,45,67,286,66,12,189,12,12,12,76,12,76,552,54,311,12,36,82,174,420
"G09001106964002","2012-2016",,,"Connecticut","09","New London County","011",,,"696400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6964, New London County, Connecticut",515,515,312,169,143,0,0,0,0,0,0,0,203,141,0,36,0,0,26,0,0,0,515,14,126,0,0,11,0,364,"Block Group 2, Census Tract 6964, New London County, Connecticut",271,271,211,131,180,12,12,12,12,12,12,12,184,129,12,58,12,12,44,12,12,12,271,25,206,12,12,20,12,218
"G09001106964003","2012-2016",,,"Connecticut","09","New London County","011",,,"696400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6964, New London County, Connecticut",830,830,597,379,193,0,25,0,0,0,0,0,233,128,0,0,0,0,47,58,0,58,830,67,56,11,45,36,115,500,"Block Group 3, Census Tract 6964, New London County, Connecticut",315,315,291,214,201,12,51,12,12,12,12,12,173,183,12,12,12,12,78,92,12,92,315,117,70,20,63,57,184,266
