GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09000100111003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 111, Fairfield County, Connecticut",614,614,588,577,0,0,4,0,7,0,0,0,26,26,0,0,0,0,0,0,0,0,614,54,0,0,0,0,0,560,"Block Group 3, Census Tract 111, Fairfield County, Connecticut",154,154,155,157,12,12,8,12,15,12,12,12,43,43,12,12,12,12,12,12,12,12,154,71,12,12,12,12,12,146
"G09000100111004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 111, Fairfield County, Connecticut",1395,1395,1355,1087,0,0,190,0,0,78,0,78,40,22,0,0,0,0,8,10,10,0,1395,20,0,4,34,0,30,1307,"Block Group 4, Census Tract 111, Fairfield County, Connecticut",208,208,207,219,12,12,117,12,12,65,12,65,38,23,12,12,12,12,14,17,17,12,208,22,12,9,41,12,46,207
"G09000100112001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 112, Fairfield County, Connecticut",831,831,804,724,0,0,71,0,0,9,0,9,27,21,0,0,0,0,6,0,0,0,831,62,25,10,0,66,0,668,"Block Group 1, Census Tract 112, Fairfield County, Connecticut",149,149,149,142,12,12,47,12,12,10,12,10,23,20,12,12,12,12,12,12,12,12,149,53,17,11,12,100,12,127
"G09000100112002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 112, Fairfield County, Connecticut",802,802,663,661,2,0,0,0,0,0,0,0,139,139,0,0,0,0,0,0,0,0,802,6,34,10,2,0,0,750,"Block Group 2, Census Tract 112, Fairfield County, Connecticut",161,161,130,130,5,12,12,12,12,12,12,12,111,111,12,12,12,12,12,12,12,12,161,7,54,13,4,12,12,161
"G09000100113001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 113, Fairfield County, Connecticut",1899,1899,1404,1215,52,0,108,0,0,29,0,29,495,404,28,0,0,0,32,31,31,0,1899,45,61,18,29,65,0,1681,"Block Group 1, Census Tract 113, Fairfield County, Connecticut",337,337,273,251,67,12,150,12,12,37,12,37,245,228,46,12,12,12,36,49,49,12,337,51,68,26,45,84,12,385
"G09000100113002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 113, Fairfield County, Connecticut",1002,1002,373,251,0,16,65,23,0,18,18,0,629,317,0,53,25,0,209,25,13,12,1002,34,162,79,74,186,16,451,"Block Group 2, Census Tract 113, Fairfield County, Connecticut",261,261,114,90,12,23,66,34,12,28,28,12,262,204,12,86,30,12,148,33,24,22,261,52,163,98,82,158,25,135
"G09000100113003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 113, Fairfield County, Connecticut",714,714,278,229,0,0,48,0,0,1,1,0,436,195,0,0,0,0,130,111,0,111,714,17,64,0,0,24,9,600,"Block Group 3, Census Tract 113, Fairfield County, Connecticut",264,264,108,97,12,12,56,12,12,2,2,12,240,126,12,12,12,12,134,143,12,143,264,23,81,12,12,27,13,243
"G09000100201001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 201, Fairfield County, Connecticut",2053,2053,1710,802,685,0,158,0,0,65,0,65,343,32,98,0,0,0,186,27,27,0,2053,84,344,45,33,49,98,1400,"Block Group 1, Census Tract 201, Fairfield County, Connecticut",551,551,518,227,501,12,116,12,12,64,12,64,211,37,137,12,12,12,180,57,57,12,551,60,320,60,39,41,137,448
"G09000100201002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 201, Fairfield County, Connecticut",1028,1028,547,314,170,14,37,12,0,0,0,0,481,416,14,0,0,0,51,0,0,0,1028,14,14,114,13,0,126,747,"Block Group 2, Census Tract 201, Fairfield County, Connecticut",281,281,233,187,147,26,42,23,12,12,12,12,240,237,24,12,12,12,72,12,12,12,281,26,24,114,21,12,134,341
"G09000100201003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 201, Fairfield County, Connecticut",1215,1215,956,394,450,0,112,0,0,0,0,0,259,173,27,0,0,0,59,0,0,0,1215,104,369,141,43,0,13,545,"Block Group 3, Census Tract 201, Fairfield County, Connecticut",263,263,197,129,124,12,101,12,12,12,12,12,180,172,42,12,12,12,58,12,12,12,263,87,138,72,53,12,20,215
"G09000100202001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 202, Fairfield County, Connecticut",1331,1331,1225,1134,53,0,15,0,0,23,0,23,106,106,0,0,0,0,0,0,0,0,1331,8,17,0,0,8,0,1298,"Block Group 1, Census Tract 202, Fairfield County, Connecticut",282,282,269,257,76,12,23,12,12,27,12,27,163,163,12,12,12,12,12,12,12,12,282,14,28,12,12,13,12,275
"G09000100202002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Fairfield County, Connecticut",2134,2134,2091,1707,72,0,236,0,0,76,0,76,43,33,10,0,0,0,0,0,0,0,2134,57,33,0,0,0,0,2044,"Block Group 2, Census Tract 202, Fairfield County, Connecticut",302,302,293,293,62,12,120,12,12,74,12,74,40,36,15,12,12,12,12,12,12,12,302,38,40,12,12,12,12,306
"G09000100203001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203, Fairfield County, Connecticut",1375,1375,1356,1252,0,13,91,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,1375,16,0,40,0,0,0,1319,"Block Group 1, Census Tract 203, Fairfield County, Connecticut",264,264,263,273,12,22,94,12,12,12,12,12,31,31,12,12,12,12,12,12,12,12,264,26,12,64,12,12,12,260
"G09000100203002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203, Fairfield County, Connecticut",1706,1706,1706,1582,49,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,12,0,1694,"Block Group 2, Census Tract 203, Fairfield County, Connecticut",323,323,323,335,57,12,72,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,323,12,12,12,12,19,12,327
"G09000100203003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 203, Fairfield County, Connecticut",1823,1823,1477,1331,77,0,30,0,0,39,0,39,346,346,0,0,0,0,0,0,0,0,1823,30,58,114,0,13,0,1608,"Block Group 3, Census Tract 203, Fairfield County, Connecticut",455,455,333,339,110,12,27,12,12,58,12,58,246,246,12,12,12,12,12,12,12,12,455,47,92,183,12,23,12,413
"G09000100203004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 203, Fairfield County, Connecticut",2293,2293,2186,1938,79,0,169,0,0,0,0,0,107,16,20,0,0,0,32,39,0,39,2168,44,16,16,50,30,15,1997,"Block Group 4, Census Tract 203, Fairfield County, Connecticut",451,451,446,391,90,12,190,12,12,12,12,12,87,36,33,12,12,12,45,61,12,61,449,58,36,38,74,47,35,446
"G09000100204001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 204, Fairfield County, Connecticut",1918,1918,1421,1275,20,0,104,0,0,22,0,22,497,497,0,0,0,0,0,0,0,0,1918,14,19,0,0,7,0,1878,"Block Group 1, Census Tract 204, Fairfield County, Connecticut",524,524,265,241,34,12,92,12,12,33,12,33,501,501,12,12,12,12,12,12,12,12,524,23,28,12,12,12,12,533
"G09000100204002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 204, Fairfield County, Connecticut",2019,2019,1800,1415,106,0,222,0,0,57,0,57,219,65,0,0,0,0,154,0,0,0,2019,30,40,0,15,57,0,1877,"Block Group 2, Census Tract 204, Fairfield County, Connecticut",347,347,312,233,162,12,159,12,12,55,12,55,193,57,12,12,12,12,202,12,12,12,347,33,53,12,16,67,12,360
"G09000100205001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205, Fairfield County, Connecticut",1162,1162,1162,841,133,0,163,0,0,25,1,24,0,0,0,0,0,0,0,0,0,0,1162,2,2,0,0,13,0,1145,"Block Group 1, Census Tract 205, Fairfield County, Connecticut",267,267,267,192,185,12,114,12,12,21,2,21,12,12,12,12,12,12,12,12,12,12,267,3,3,12,12,18,12,269
"G09000100205002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 205, Fairfield County, Connecticut",1149,1149,1113,1053,15,0,45,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,1149,16,70,0,15,39,0,1009,"Block Group 2, Census Tract 205, Fairfield County, Connecticut",257,257,253,254,23,12,51,12,12,12,12,12,37,37,12,12,12,12,12,12,12,12,257,24,60,12,24,63,12,222
"G09000100205003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 205, Fairfield County, Connecticut",2661,2661,2237,2104,19,71,36,0,0,7,0,7,424,272,0,0,0,0,152,0,0,0,2556,14,12,15,11,0,0,2504,"Block Group 3, Census Tract 205, Fairfield County, Connecticut",415,415,315,278,38,100,41,12,12,12,12,12,242,117,12,12,12,12,204,12,12,12,400,22,19,24,9,12,12,400
"G09000100206001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 206, Fairfield County, Connecticut",1391,1391,1087,853,110,0,105,0,0,19,0,19,304,294,0,0,0,0,0,10,0,10,1391,0,0,0,0,0,34,1357,"Block Group 1, Census Tract 206, Fairfield County, Connecticut",273,273,218,179,119,12,104,12,12,22,12,22,189,187,12,12,12,12,12,16,12,16,273,12,12,12,12,12,42,275
"G09000100206002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 206, Fairfield County, Connecticut",2139,2139,1979,1623,24,0,269,0,31,32,0,32,160,160,0,0,0,0,0,0,0,0,2139,15,0,0,32,18,0,2074,"Block Group 2, Census Tract 206, Fairfield County, Connecticut",459,459,387,349,26,12,223,12,41,48,12,48,211,211,12,12,12,12,12,12,12,12,459,17,12,12,32,28,12,459
"G09000100206003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 206, Fairfield County, Connecticut",1923,1923,1651,1206,98,0,347,0,0,0,0,0,272,119,0,0,0,0,0,153,145,8,1923,51,0,0,50,42,0,1780,"Block Group 3, Census Tract 206, Fairfield County, Connecticut",400,400,343,284,112,12,194,12,12,12,12,12,209,101,12,12,12,12,12,193,194,13,400,38,12,12,49,49,12,422
"G09000100207001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",783,783,718,718,0,0,0,0,0,0,0,0,65,12,0,0,0,0,0,53,0,53,783,0,0,0,0,0,0,783,"Block Group 1, Census Tract 207, Fairfield County, Connecticut",227,227,224,224,12,12,12,12,12,12,12,12,100,17,12,12,12,12,12,83,12,83,227,12,12,12,12,12,12,227
"G09000100207002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",859,859,662,611,0,0,0,0,51,0,0,0,197,149,0,0,0,0,48,0,0,0,859,0,0,0,0,0,0,859,"Block Group 2, Census Tract 207, Fairfield County, Connecticut",225,225,196,179,12,12,12,12,79,12,12,12,219,214,12,12,12,12,75,12,12,12,225,12,12,12,12,12,12,225
"G09000100207003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",1251,1251,1163,987,45,0,119,0,0,12,0,12,88,79,9,0,0,0,0,0,0,0,1251,9,49,0,38,17,0,1138,"Block Group 3, Census Tract 207, Fairfield County, Connecticut",224,224,226,210,41,12,99,12,12,18,12,18,68,67,13,12,12,12,12,12,12,12,224,14,52,12,38,27,12,230
"G09000100207004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",1314,1314,1115,1009,34,0,48,0,10,14,0,14,199,183,0,0,0,0,16,0,0,0,1314,99,0,39,56,95,8,1017,"Block Group 4, Census Tract 207, Fairfield County, Connecticut",313,313,321,296,56,12,70,12,16,25,12,25,195,174,12,12,12,12,38,12,12,12,313,77,12,39,56,146,12,302
"G09000100208001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",810,810,802,695,46,0,48,0,0,13,13,0,8,8,0,0,0,0,0,0,0,0,810,0,0,9,33,11,0,757,"Block Group 1, Census Tract 208, Fairfield County, Connecticut",132,132,130,124,53,12,46,12,12,19,19,12,12,12,12,12,12,12,12,12,12,12,132,12,12,20,23,22,12,124
"G09000100208002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",907,907,837,737,0,0,44,0,0,56,0,56,70,70,0,0,0,0,0,0,0,0,887,0,14,0,0,37,0,836,"Block Group 2, Census Tract 208, Fairfield County, Connecticut",134,134,133,129,12,12,36,12,12,49,12,49,66,66,12,12,12,12,12,12,12,12,133,12,21,12,12,52,12,137
"G09000100208003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",1114,1114,1028,863,68,0,88,0,0,9,0,9,86,86,0,0,0,0,0,0,0,0,1114,7,12,7,31,12,0,1045,"Block Group 3, Census Tract 208, Fairfield County, Connecticut",169,169,158,149,62,12,60,12,12,14,12,14,90,90,12,12,12,12,12,12,12,12,169,11,28,10,22,13,12,172
"G09000100209001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",2477,2477,1540,1099,33,0,391,0,0,17,0,17,937,937,0,0,0,0,0,0,0,0,2477,75,0,258,380,124,0,1640,"Block Group 1, Census Tract 209, Fairfield County, Connecticut",447,447,340,318,49,12,185,12,12,27,12,27,375,375,12,12,12,12,12,12,12,12,447,81,12,292,311,179,12,433
"G09000100209002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",1186,1186,941,402,279,7,78,0,0,175,0,175,245,223,0,0,11,0,11,0,0,0,1166,26,61,68,0,228,14,769,"Block Group 2, Census Tract 209, Fairfield County, Connecticut",401,401,351,143,163,13,77,12,12,197,12,197,212,170,12,12,22,12,148,12,12,12,398,32,56,81,12,311,23,358
"G09000100209003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"020900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",1483,1483,1451,1226,171,0,54,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1483,39,45,0,2,112,0,1285,"Block Group 3, Census Tract 209, Fairfield County, Connecticut",356,356,346,337,134,12,86,12,12,12,12,12,56,56,12,12,12,12,12,12,12,12,356,34,52,12,5,188,12,359
"G09000100210001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",1209,1209,974,527,210,0,42,0,0,195,121,74,235,46,0,0,0,0,177,12,12,0,1209,0,0,11,0,52,9,1137,"Block Group 1, Census Tract 210, Fairfield County, Connecticut",307,307,260,108,164,12,37,12,12,123,58,106,93,59,12,12,12,12,89,20,20,12,307,12,12,16,12,56,13,301
"G09000100210002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",2083,2083,2036,1775,30,19,196,0,0,16,9,7,47,47,0,0,0,0,0,0,0,0,2071,76,18,0,10,25,30,1912,"Block Group 2, Census Tract 210, Fairfield County, Connecticut",311,311,305,289,37,31,144,12,12,19,16,11,42,42,12,12,12,12,12,12,12,12,310,62,20,12,15,29,32,330
"G09000100211001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",2334,2334,1755,1091,368,0,272,0,14,10,0,10,579,351,23,0,0,0,203,2,2,0,2308,80,45,18,333,1,0,1831,"Block Group 1, Census Tract 211, Fairfield County, Connecticut",579,579,469,285,304,12,207,12,23,17,12,17,428,261,36,12,12,12,270,4,4,12,561,68,72,28,337,2,12,469
"G09000100211002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",1818,1818,1564,929,331,0,290,0,0,14,0,14,254,162,0,18,0,0,0,74,0,74,1818,21,158,17,95,0,281,1246,"Block Group 2, Census Tract 211, Fairfield County, Connecticut",389,389,373,263,172,12,147,12,12,22,12,22,197,175,12,28,12,12,12,85,12,85,389,33,206,26,108,12,222,309
"G09000100211003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",1616,1616,1241,1169,17,0,0,0,0,55,0,55,375,375,0,0,0,0,0,0,0,0,1616,0,95,15,0,58,14,1434,"Block Group 3, Census Tract 211, Fairfield County, Connecticut",340,340,269,231,30,12,12,12,12,107,12,107,194,194,12,12,12,12,12,12,12,12,340,12,132,24,12,50,22,311
"G09000100212001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",2144,2144,1961,1422,156,0,337,0,0,46,0,46,183,180,0,0,0,0,1,2,2,0,2144,24,0,33,67,0,10,2010,"Block Group 1, Census Tract 212, Fairfield County, Connecticut",294,294,273,237,144,12,166,12,12,62,12,62,136,135,12,12,12,12,4,8,8,12,294,24,12,45,97,12,15,303
"G09000100212002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",1203,1203,1141,936,26,0,108,0,71,0,0,0,62,62,0,0,0,0,0,0,0,0,1203,25,0,8,9,0,0,1161,"Block Group 2, Census Tract 212, Fairfield County, Connecticut",310,310,299,230,40,12,101,12,106,12,12,12,56,56,12,12,12,12,12,12,12,12,310,25,12,12,14,12,12,312
"G09000100212003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",958,958,699,482,178,0,21,0,0,18,0,18,259,241,0,0,0,0,8,10,10,0,958,20,0,0,39,0,0,899,"Block Group 3, Census Tract 212, Fairfield County, Connecticut",228,228,220,148,231,12,34,12,12,28,12,28,125,134,12,12,12,12,13,15,15,12,228,30,12,12,60,12,12,212
"G09000100213001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",1298,1298,767,592,40,0,114,0,0,21,0,21,531,238,61,0,0,0,226,6,6,0,1298,0,0,50,46,238,0,964,"Block Group 1, Census Tract 213, Fairfield County, Connecticut",454,454,237,213,40,12,129,12,12,30,12,30,364,276,88,12,12,12,235,10,10,12,454,12,12,59,55,239,12,352
"G09000100213002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",1369,1369,1240,821,299,0,109,0,0,11,0,11,129,80,0,0,0,0,0,49,49,0,1366,54,0,13,0,24,0,1275,"Block Group 2, Census Tract 213, Fairfield County, Connecticut",290,290,267,173,196,12,113,12,12,12,12,12,157,89,12,12,12,12,12,86,86,12,291,72,12,15,12,26,12,284
"G09000100213003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",2011,2011,1371,660,462,0,209,0,10,30,9,21,640,513,6,0,0,0,121,0,0,0,1978,41,29,16,24,220,32,1616,"Block Group 3, Census Tract 213, Fairfield County, Connecticut",422,422,279,203,234,12,105,12,19,28,13,24,336,311,11,12,12,12,148,12,12,12,410,50,27,24,36,274,46,336
"G09000100214001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 214, Fairfield County, Connecticut",243,243,243,31,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,243,"Block Group 1, Census Tract 214, Fairfield County, Connecticut",320,320,320,51,341,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,320,12,12,12,12,12,12,320
"G09000100214002","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 214, Fairfield County, Connecticut",1451,1451,462,61,345,0,56,0,0,0,0,0,989,441,0,0,0,0,548,0,0,0,1451,88,332,236,128,85,23,559,"Block Group 2, Census Tract 214, Fairfield County, Connecticut",544,544,248,96,210,12,84,12,12,12,12,12,506,424,12,12,12,12,350,12,12,12,544,90,363,192,146,100,38,297
"G09000100214003","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 214, Fairfield County, Connecticut",1982,1982,748,241,459,0,48,0,0,0,0,0,1234,167,45,0,0,0,941,81,0,81,1883,14,233,19,56,217,0,1344,"Block Group 3, Census Tract 214, Fairfield County, Connecticut",794,794,414,146,405,12,75,12,12,12,12,12,707,146,76,12,12,12,677,138,12,138,716,23,179,31,90,352,12,569
"G09000100214004","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 214, Fairfield County, Connecticut",3280,3280,2519,1258,1055,0,187,0,0,19,0,19,761,500,0,0,0,0,232,29,13,16,3222,141,222,319,0,242,0,2298,"Block Group 4, Census Tract 214, Fairfield County, Connecticut",630,630,471,373,375,12,140,12,12,33,12,33,482,420,12,12,12,12,206,36,21,27,629,114,257,428,12,205,12,591
"G09000100215001","2012-2016",,,"Connecticut","09","Fairfield County","001",,,"021500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",1259,1259,326,140,97,0,89,0,0,0,0,0,933,225,73,0,0,0,610,25,25,0,1259,69,157,279,325,31,0,398,"Block Group 1, Census Tract 215, Fairfield County, Connecticut",368,368,195,142,113,12,86,12,12,12,12,12,390,220,122,12,12,12,296,48,48,12,368,56,134,237,255,48,12,226
