"","GEOID2","GEOID","GEO_label","total.x","under_50","from_50_to_75","from_75_to_99","from_100_to_124","from_125_to_149","from_150_to_174","from_175_to_184","from_185_to_199","from_200_up","below_200","fraction_below_200","over_30_under_200","total.y","not_Hispanic_or_Latino","non_HL_white","non_HL_Black","non_HL_AIAN","non_HL_Asian","non_HL_NHOPI","non_HL_other","non_HL_2_plus","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_white","percent_Black","percent_HL","percent_AIAN","percent_Asian","percent_NHOPI","percent_other"
"1084","090034971004","1500000US090034971004","Block Group 4, Census Tract 4971, Hartford County, Connecticut",995,56,0,9,38,20,151,0,0,721,274,0.27538,"no",1178,1105,932,93,0,54,0,0,26,73,41,0,17,0,0,15,0,0.79117,0.07895,0.06197,0,0.04584,0,0
"1085","090034972001","1500000US090034972001","Block Group 1, Census Tract 4972, Hartford County, Connecticut",737,0,0,0,0,0,12,0,6,719,18,0.02442,"no",737,732,599,13,0,120,0,0,0,5,0,5,0,0,0,0,0,0.81275,0.01764,0.00678,0,0.16282,0,0
"1086","090034972002","1500000US090034972002","Block Group 2, Census Tract 4972, Hartford County, Connecticut",993,6,7,6,0,6,13,0,7,948,45,0.04532,"no",1693,1649,1573,33,0,43,0,0,0,44,44,0,0,0,0,0,0,0.92912,0.01949,0.02599,0,0.0254,0,0
"1087","090034973001","1500000US090034973001","Block Group 1, Census Tract 4973, Hartford County, Connecticut",613,0,0,0,0,0,0,0,0,613,0,0,"no",3642,3502,3033,232,0,47,59,0,131,140,35,0,0,0,0,87,18,0.83278,0.0637,0.03844,0,0.0129,0.0162,0
"1088","090034973002","1500000US090034973002","Block Group 2, Census Tract 4973, Hartford County, Connecticut",823,12,0,0,0,0,49,0,0,762,61,0.07412,"no",823,823,796,0,0,18,0,0,9,0,0,0,0,0,0,0,0,0.96719,0,0,0,0.02187,0,0
"1089","090034973003","1500000US090034973003","Block Group 3, Census Tract 4973, Hartford County, Connecticut",642,0,0,13,0,6,12,0,0,611,31,0.04829,"no",642,590,590,0,0,0,0,0,0,52,29,0,0,0,0,23,0,0.919,0,0.081,0,0,0,0
"1090","090034973004","1500000US090034973004","Block Group 4, Census Tract 4973, Hartford County, Connecticut",814,8,0,0,0,0,0,10,63,733,81,0.09951,"no",814,814,724,0,0,88,0,2,0,0,0,0,0,0,0,0,0,0.88943,0,0,0,0.10811,0,0.00246
"1091","090034973005","1500000US090034973005","Block Group 5, Census Tract 4973, Hartford County, Connecticut",1154,7,0,16,0,19,23,18,40,1031,123,0.10659,"no",1450,1420,1307,29,0,78,0,0,6,30,0,0,0,0,0,30,0,0.90138,0.02,0.02069,0,0.05379,0,0
"1092","090034974001","1500000US090034974001","Block Group 1, Census Tract 4974, Hartford County, Connecticut",1019,35,11,24,0,5,36,11,0,897,122,0.11973,"no",1019,958,901,0,0,57,0,0,0,61,28,0,0,0,0,27,6,0.8842,0,0.05986,0,0.05594,0,0
"1093","090034974003","1500000US090034974003","Block Group 3, Census Tract 4974, Hartford County, Connecticut",937,0,0,11,0,0,42,0,0,884,53,0.05656,"no",937,920,868,13,0,39,0,0,0,17,17,0,0,0,0,0,0,0.92636,0.01387,0.01814,0,0.04162,0,0
"1094","090034974004","1500000US090034974004","Block Group 4, Census Tract 4974, Hartford County, Connecticut",626,12,0,0,0,0,29,0,10,575,51,0.08147,"no",626,626,575,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0.91853,0,0,0,0.08147,0,0
"1095","090034974009","1500000US090034974009","Block Group 9, Census Tract 4974, Hartford County, Connecticut",1075,0,0,0,0,0,9,16,6,1044,31,0.02884,"no",1075,1065,1046,6,0,13,0,0,0,10,0,0,0,0,0,0,10,0.97302,0.00558,0.0093,0,0.01209,0,0
"1096","090034975001","1500000US090034975001","Block Group 1, Census Tract 4975, Hartford County, Connecticut",779,6,22,11,79,63,18,7,19,554,225,0.28883,"no",885,867,755,84,0,0,28,0,0,18,18,0,0,0,0,0,0,0.85311,0.09492,0.02034,0,0,0.03164,0
"1097","090034975002","1500000US090034975002","Block Group 2, Census Tract 4975, Hartford County, Connecticut",686,0,0,7,5,0,0,12,19,643,43,0.06268,"no",686,686,660,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0.9621,0.03207,0,0,0,0,0
"1098","090034975003","1500000US090034975003","Block Group 3, Census Tract 4975, Hartford County, Connecticut",563,11,0,0,0,0,0,0,21,531,32,0.05684,"no",566,546,512,12,0,22,0,0,0,20,15,0,0,0,0,5,0,0.90459,0.0212,0.03534,0,0.03887,0,0
"1099","090034975004","1500000US090034975004","Block Group 4, Census Tract 4975, Hartford County, Connecticut",712,0,0,6,0,18,13,0,7,668,44,0.0618,"no",712,665,648,0,0,17,0,0,0,47,42,5,0,0,0,0,0,0.91011,0,0.06601,0,0.02388,0,0
"1100","090034975005","1500000US090034975005","Block Group 5, Census Tract 4975, Hartford County, Connecticut",691,0,0,7,0,0,6,0,0,678,13,0.01881,"no",691,680,622,15,0,34,0,0,9,11,11,0,0,0,0,0,0,0.90014,0.02171,0.01592,0,0.0492,0,0
"1101","090034976001","1500000US090034976001","Block Group 1, Census Tract 4976, Hartford County, Connecticut",674,0,0,9,0,19,0,0,0,646,28,0.04154,"no",683,676,662,0,0,14,0,0,0,7,7,0,0,0,0,0,0,0.96925,0,0.01025,0,0.0205,0,0
"1102","090034976002","1500000US090034976002","Block Group 2, Census Tract 4976, Hartford County, Connecticut",817,0,0,0,14,13,27,0,7,756,61,0.07466,"no",817,817,662,32,0,112,0,0,11,0,0,0,0,0,0,0,0,0.81028,0.03917,0,0,0.13709,0,0
"1103","090034976003","1500000US090034976003","Block Group 3, Census Tract 4976, Hartford County, Connecticut",865,11,0,0,0,0,7,0,14,833,32,0.03699,"no",865,858,850,0,0,0,0,8,0,7,7,0,0,0,0,0,0,0.98266,0,0.00809,0,0,0,0.00925
"1104","090034977001","1500000US090034977001","Block Group 1, Census Tract 4977, Hartford County, Connecticut",1097,22,0,0,9,7,6,0,0,1053,44,0.04011,"no",1097,1097,1090,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.99362,0,0,0,0,0,0
"1105","090034977002","1500000US090034977002","Block Group 2, Census Tract 4977, Hartford County, Connecticut",993,29,0,0,11,0,11,0,0,942,51,0.05136,"no",993,993,926,39,0,28,0,0,0,0,0,0,0,0,0,0,0,0.93253,0.03927,0,0,0.0282,0,0
"1106","090034977003","1500000US090034977003","Block Group 3, Census Tract 4977, Hartford County, Connecticut",1099,12,0,0,0,0,23,0,0,1064,35,0.03185,"no",1099,1099,1086,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0.98817,0,0,0,0.00455,0,0
"1107","090034977009","1500000US090034977009","Block Group 9, Census Tract 4977, Hartford County, Connecticut",711,0,0,0,0,5,0,0,0,706,5,0.00703,"no",745,745,676,27,0,13,0,0,29,0,0,0,0,0,0,0,0,0.90738,0.03624,0,0,0.01745,0,0
"1108","090035001001","1500000US090035001001","Block Group 1, Census Tract 5001, Hartford County, Connecticut",3978,819,325,283,197,415,295,162,135,1347,2631,0.66139,"yes",3991,1136,475,491,0,0,0,20,150,2855,521,36,0,6,0,2207,85,0.11902,0.12303,0.71536,0,0,0,0.00501
"1109","090035002001","1500000US090035002001","Block Group 1, Census Tract 5002, Hartford County, Connecticut",2219,546,217,294,195,151,66,91,60,599,1620,0.73006,"yes",2384,858,243,454,0,10,0,64,87,1526,401,81,0,0,0,956,88,0.10193,0.19044,0.6401,0,0.00419,0,0.02685
"1110","090035003001","1500000US090035003001","Block Group 1, Census Tract 5003, Hartford County, Connecticut",1411,170,215,153,203,102,108,60,87,313,1098,0.77817,"yes",1411,331,99,195,0,25,0,6,6,1080,173,36,0,0,0,726,145,0.07016,0.1382,0.76541,0,0.01772,0,0.00425
"1111","090035003002","1500000US090035003002","Block Group 2, Census Tract 5003, Hartford County, Connecticut",1040,197,65,111,35,30,51,0,4,547,493,0.47404,"yes",1189,607,280,239,9,65,0,0,14,582,108,73,0,8,0,374,19,0.23549,0.20101,0.48949,0.00757,0.05467,0,0
"1112","090035004001","1500000US090035004001","Block Group 1, Census Tract 5004, Hartford County, Connecticut",301,64,18,0,18,61,7,0,25,108,193,0.6412,"yes",301,213,97,85,0,0,0,0,31,88,29,25,0,0,0,34,0,0.32226,0.28239,0.29236,0,0,0,0
"1113","090035004002","1500000US090035004002","Block Group 2, Census Tract 5004, Hartford County, Connecticut",1732,450,209,169,167,193,138,26,5,375,1357,0.78349,"yes",1732,481,139,282,11,0,0,0,49,1251,193,56,0,0,0,965,37,0.08025,0.16282,0.72229,0.00635,0,0,0
"1114","090035005001","1500000US090035005001","Block Group 1, Census Tract 5005, Hartford County, Connecticut",618,89,84,144,24,58,28,0,8,183,435,0.70388,"yes",618,389,107,260,7,0,0,0,15,229,74,14,0,0,0,141,0,0.17314,0.42071,0.37055,0.01133,0,0,0
"1115","090035005002","1500000US090035005002","Block Group 2, Census Tract 5005, Hartford County, Connecticut",838,108,28,40,57,71,59,25,28,422,416,0.49642,"yes",848,554,230,294,0,8,8,0,14,294,60,16,0,0,0,208,10,0.27123,0.3467,0.3467,0,0.00943,0.00943,0
"1116","090035007009","1500000US090035007009","Block Group 9, Census Tract 5007, Hartford County, Connecticut",0,0,0,0,0,0,0,0,0,0,0,0,"no",915,652,300,319,5,8,0,0,20,263,179,14,0,0,8,16,46,0.32787,0.34863,0.28743,0.00546,0.00874,0,0
"1117","090035009001","1500000US090035009001","Block Group 1, Census Tract 5009, Hartford County, Connecticut",1509,455,70,290,95,54,130,52,17,346,1163,0.77071,"yes",1513,776,0,767,3,0,0,0,6,737,102,113,8,0,0,479,35,0,0.50694,0.48711,0.00198,0,0,0
"1118","090035009003","1500000US090035009003","Block Group 3, Census Tract 5009, Hartford County, Connecticut",614,109,91,45,97,146,40,0,8,78,536,0.87296,"yes",619,336,0,336,0,0,0,0,0,283,51,38,0,0,0,159,35,0,0.54281,0.45719,0,0,0,0
"1119","090035010001","1500000US090035010001","Block Group 1, Census Tract 5010, Hartford County, Connecticut",1276,411,95,123,103,52,72,0,0,420,856,0.67085,"yes",1276,1020,8,932,0,8,0,0,72,256,77,45,0,0,0,115,19,0.00627,0.73041,0.20063,0,0.00627,0,0
"1120","090035011001","1500000US090035011001","Block Group 1, Census Tract 5011, Hartford County, Connecticut",1293,306,48,111,59,69,71,20,33,576,717,0.55452,"yes",1326,1159,7,1094,0,0,0,0,58,167,23,12,0,0,0,132,0,0.00528,0.82504,0.12594,0,0,0,0
"1121","090035012001","1500000US090035012001","Block Group 1, Census Tract 5012, Hartford County, Connecticut",1278,173,273,67,96,59,114,6,0,490,788,0.61659,"yes",1278,1016,0,1016,0,0,0,0,0,262,7,30,0,0,0,191,34,0,0.79499,0.20501,0,0,0,0
"1122","090035012002","1500000US090035012002","Block Group 2, Census Tract 5012, Hartford County, Connecticut",1162,248,38,156,77,67,111,48,10,407,755,0.64974,"yes",1168,923,22,883,0,0,0,0,18,245,6,47,0,0,0,185,7,0.01884,0.75599,0.20976,0,0,0,0
"1123","090035013001","1500000US090035013001","Block Group 1, Census Tract 5013, Hartford County, Connecticut",1023,248,87,59,84,101,23,8,33,380,643,0.62854,"yes",1031,605,0,556,0,0,0,6,43,426,5,57,0,0,0,340,24,0,0.53928,0.41319,0,0,0,0.00582
"1124","090035013002","1500000US090035013002","Block Group 2, Census Tract 5013, Hartford County, Connecticut",891,135,24,69,28,42,11,68,21,493,398,0.44669,"yes",891,621,27,563,0,0,0,0,31,270,29,55,0,0,5,181,0,0.0303,0.63187,0.30303,0,0,0,0
"1125","090035014001","1500000US090035014001","Block Group 1, Census Tract 5014, Hartford County, Connecticut",2804,561,239,302,101,188,160,106,5,1142,1662,0.59272,"yes",2817,2598,36,2417,0,24,0,0,121,219,55,12,0,0,0,133,19,0.01278,0.858,0.07774,0,0.00852,0,0
"1126","090035015001","1500000US090035015001","Block Group 1, Census Tract 5015, Hartford County, Connecticut",1623,254,73,226,278,56,124,16,69,527,1096,0.67529,"yes",1655,1436,53,1290,0,0,0,8,85,219,35,13,0,0,0,171,0,0.03202,0.77946,0.13233,0,0,0,0.00483
"1127","090035015002","1500000US090035015002","Block Group 2, Census Tract 5015, Hartford County, Connecticut",1523,223,191,143,143,93,9,42,0,679,844,0.55417,"yes",1523,1443,7,1413,11,0,0,0,12,80,13,0,0,0,0,0,67,0.0046,0.92777,0.05253,0.00722,0,0,0
"1128","090035017001","1500000US090035017001","Block Group 1, Census Tract 5017, Hartford County, Connecticut",1540,395,86,119,168,134,120,0,77,441,1099,0.71364,"yes",1540,659,22,595,24,0,0,5,13,881,194,36,0,0,0,600,51,0.01429,0.38636,0.57208,0.01558,0,0,0.00325
"1129","090035018001","1500000US090035018001","Block Group 1, Census Tract 5018, Hartford County, Connecticut",863,262,127,65,48,56,104,19,27,155,708,0.82039,"yes",863,366,24,342,0,0,0,0,0,497,18,39,25,0,0,394,21,0.02781,0.39629,0.5759,0,0,0,0
"1130","090035018002","1500000US090035018002","Block Group 2, Census Tract 5018, Hartford County, Connecticut",685,231,233,16,10,12,0,0,43,140,545,0.79562,"yes",685,339,0,271,0,32,0,0,36,346,46,0,0,0,0,300,0,0,0.39562,0.50511,0,0.04672,0,0
"1131","090035018003","1500000US090035018003","Block Group 3, Census Tract 5018, Hartford County, Connecticut",1107,309,97,138,87,135,34,5,0,302,805,0.72719,"yes",1123,717,0,673,6,7,0,0,31,406,52,6,0,0,0,314,34,0,0.59929,0.36153,0.00534,0.00623,0,0
"1132","090035021001","1500000US090035021001","Block Group 1, Census Tract 5021, Hartford County, Connecticut",520,38,18,0,99,12,35,8,0,310,210,0.40385,"yes",543,491,338,130,0,23,0,0,0,52,0,29,0,0,0,0,23,0.62247,0.23941,0.09576,0,0.04236,0,0
"1133","090035021002","1500000US090035021002","Block Group 2, Census Tract 5021, Hartford County, Connecticut",662,145,39,65,42,39,37,0,0,295,367,0.55438,"yes",662,250,219,22,0,0,0,0,9,412,108,0,0,0,0,277,27,0.33082,0.03323,0.62236,0,0,0,0
"1134","090035023001","1500000US090035023001","Block Group 1, Census Tract 5023, Hartford County, Connecticut",1081,83,9,29,117,53,135,0,63,592,489,0.45236,"yes",1087,607,290,285,0,0,0,6,26,480,146,11,0,0,0,266,57,0.26679,0.26219,0.44158,0,0,0,0.00552
"1135","090035023002","1500000US090035023002","Block Group 2, Census Tract 5023, Hartford County, Connecticut",1294,142,30,41,35,93,148,88,29,688,606,0.46832,"yes",1294,753,555,69,0,0,0,0,129,541,49,0,0,0,0,443,49,0.4289,0.05332,0.41808,0,0,0,0
"1136","090035023003","1500000US090035023003","Block Group 3, Census Tract 5023, Hartford County, Connecticut",1121,17,15,0,59,52,32,0,29,917,204,0.18198,"no",1223,742,649,57,0,0,0,0,36,481,241,0,0,0,4,221,15,0.53066,0.04661,0.3933,0,0,0,0
"1137","090035023004","1500000US090035023004","Block Group 4, Census Tract 5023, Hartford County, Connecticut",676,14,0,23,56,72,18,9,0,484,192,0.28402,"no",676,359,267,56,0,0,0,0,36,317,111,23,0,0,0,183,0,0.39497,0.08284,0.46893,0,0,0,0
"1138","090035023005","1500000US090035023005","Block Group 5, Census Tract 5023, Hartford County, Connecticut",1099,52,42,48,42,41,114,46,0,714,385,0.35032,"yes",1099,650,531,109,10,0,0,0,0,449,87,7,0,0,0,355,0,0.48317,0.09918,0.40855,0.0091,0,0,0
"1139","090035024001","1500000US090035024001","Block Group 1, Census Tract 5024, Hartford County, Connecticut",1871,206,86,275,224,22,230,41,124,663,1208,0.64564,"yes",1881,668,373,149,11,0,0,7,128,1213,204,16,0,0,7,959,27,0.1983,0.07921,0.64487,0.00585,0,0,0.00372
"1140","090035024002","1500000US090035024002","Block Group 2, Census Tract 5024, Hartford County, Connecticut",1732,245,166,13,120,8,90,239,69,782,950,0.5485,"yes",1732,1013,746,179,0,0,0,0,88,719,244,31,0,0,0,426,18,0.43072,0.10335,0.41513,0,0,0,0
"1141","090035024003","1500000US090035024003","Block Group 3, Census Tract 5024, Hartford County, Connecticut",2243,335,57,242,183,194,96,24,149,963,1280,0.57066,"yes",2243,1080,430,302,4,95,0,8,241,1163,322,5,0,0,0,808,28,0.19171,0.13464,0.5185,0.00178,0.04235,0,0.00357
"1142","090035025001","1500000US090035025001","Block Group 1, Census Tract 5025, Hartford County, Connecticut",1713,237,100,39,98,63,144,10,150,872,841,0.49095,"yes",1748,971,638,235,0,30,0,4,64,777,268,35,4,0,0,429,41,0.36499,0.13444,0.44451,0,0.01716,0,0.00229
"1143","090035025009","1500000US090035025009","Block Group 9, Census Tract 5025, Hartford County, Connecticut",0,0,0,0,0,0,0,0,0,0,0,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","090035026001","1500000US090035026001","Block Group 1, Census Tract 5026, Hartford County, Connecticut",1686,308,99,74,54,117,118,14,17,885,801,0.47509,"yes",1713,718,330,255,0,55,0,14,64,995,278,16,0,0,0,658,43,0.19264,0.14886,0.58085,0,0.03211,0,0.00817
"1145","090035026002","1500000US090035026002","Block Group 2, Census Tract 5026, Hartford County, Connecticut",1983,299,136,177,125,103,154,66,33,890,1093,0.55119,"yes",1987,1158,648,352,0,0,0,0,158,829,168,24,0,0,0,623,14,0.32612,0.17715,0.41721,0,0,0,0
"1146","090035027001","1500000US090035027001","Block Group 1, Census Tract 5027, Hartford County, Connecticut",1672,282,155,85,64,93,88,44,61,800,872,0.52153,"yes",3395,2399,1680,454,8,68,0,79,110,996,99,69,0,0,0,791,37,0.49485,0.13373,0.29337,0.00236,0.02003,0,0.02327
"1147","090035027002","1500000US090035027002","Block Group 2, Census Tract 5027, Hartford County, Connecticut",1805,254,105,177,53,126,82,221,77,710,1095,0.60665,"yes",1805,506,222,156,0,68,0,0,60,1299,363,43,49,0,0,772,72,0.12299,0.08643,0.71967,0,0.03767,0,0
"1148","090035028001","1500000US090035028001","Block Group 1, Census Tract 5028, Hartford County, Connecticut",1915,344,331,117,107,234,92,31,84,575,1340,0.69974,"yes",1966,545,143,299,0,15,0,24,64,1421,184,15,16,0,0,1183,23,0.07274,0.15209,0.72279,0,0.00763,0,0.01221
"1149","090035028002","1500000US090035028002","Block Group 2, Census Tract 5028, Hartford County, Connecticut",1099,387,103,168,136,92,6,16,6,185,914,0.83167,"yes",1099,125,63,36,0,21,0,0,5,974,239,0,0,0,0,735,0,0.05732,0.03276,0.88626,0,0.01911,0,0
"1150","090035029001","1500000US090035029001","Block Group 1, Census Tract 5029, Hartford County, Connecticut",731,180,54,68,28,72,136,0,20,173,558,0.76334,"yes",751,211,125,52,4,24,0,0,6,540,103,31,14,0,0,381,11,0.16644,0.06924,0.71904,0.00533,0.03196,0,0
"1151","090035029002","1500000US090035029002","Block Group 2, Census Tract 5029, Hartford County, Connecticut",954,148,67,51,73,88,14,0,25,488,466,0.48847,"yes",958,635,272,207,0,115,0,0,41,323,102,51,0,0,0,153,17,0.28392,0.21608,0.33716,0,0.12004,0,0
"1152","090035029004","1500000US090035029004","Block Group 4, Census Tract 5029, Hartford County, Connecticut",1368,211,325,99,104,139,70,0,83,337,1031,0.75365,"yes",1368,219,94,113,0,0,0,0,12,1149,243,0,0,0,0,890,16,0.06871,0.0826,0.83991,0,0,0,0
"1153","090035030001","1500000US090035030001","Block Group 1, Census Tract 5030, Hartford County, Connecticut",1840,375,292,263,151,114,179,47,21,398,1442,0.7837,"yes",1840,491,162,278,14,0,0,0,37,1349,279,63,0,0,0,884,123,0.08804,0.15109,0.73315,0.00761,0,0,0
"1154","090035030002","1500000US090035030002","Block Group 2, Census Tract 5030, Hartford County, Connecticut",1341,316,159,118,81,108,122,43,23,371,970,0.72334,"yes",1341,415,127,197,0,0,6,48,37,926,98,33,0,10,13,735,37,0.09471,0.14691,0.69053,0,0,0.00447,0.03579
"1155","090035031001","1500000US090035031001","Block Group 1, Census Tract 5031, Hartford County, Connecticut",1847,436,184,119,174,95,57,62,33,687,1160,0.62805,"yes",1857,1292,311,871,0,54,0,0,56,565,155,18,12,0,0,311,69,0.16747,0.46904,0.30425,0,0.02908,0,0
"1156","090035031002","1500000US090035031002","Block Group 2, Census Tract 5031, Hartford County, Connecticut",688,136,53,54,75,40,10,33,8,279,409,0.59448,"yes",689,469,106,314,10,19,0,0,20,220,30,0,9,0,0,164,17,0.15385,0.45573,0.3193,0.01451,0.02758,0,0
"1157","090035031003","1500000US090035031003","Block Group 3, Census Tract 5031, Hartford County, Connecticut",944,230,163,54,18,82,63,10,25,299,645,0.68326,"yes",951,647,145,431,0,0,0,0,71,304,118,65,21,0,0,100,0,0.15247,0.45321,0.31966,0,0,0,0
"1158","090035031004","1500000US090035031004","Block Group 4, Census Tract 5031, Hartford County, Connecticut",1207,134,154,56,143,76,61,17,31,535,672,0.55675,"yes",1207,924,390,338,23,145,0,0,28,283,74,30,0,0,0,165,14,0.32312,0.28003,0.23447,0.01906,0.12013,0,0
"1159","090035032001","1500000US090035032001","Block Group 1, Census Tract 5032, Hartford County, Connecticut",181,87,23,7,0,6,0,0,0,58,123,0.67956,"yes",181,139,63,76,0,0,0,0,0,42,13,10,0,0,0,8,11,0.34807,0.41989,0.23204,0,0,0,0
"1160","090035032002","1500000US090035032002","Block Group 2, Census Tract 5032, Hartford County, Connecticut",486,27,15,6,24,28,15,0,0,371,115,0.23663,"no",501,393,151,163,15,57,0,0,7,108,39,0,0,0,0,35,34,0.3014,0.32535,0.21557,0.02994,0.11377,0,0
"1161","090035033001","1500000US090035033001","Block Group 1, Census Tract 5033, Hartford County, Connecticut",3001,712,366,342,254,242,131,23,178,753,2248,0.74908,"yes",3016,1850,157,1592,0,0,0,0,101,1166,398,128,22,0,0,525,93,0.05206,0.52785,0.3866,0,0,0,0
"1162","090035034001","1500000US090035034001","Block Group 1, Census Tract 5034, Hartford County, Connecticut",921,168,86,50,38,28,61,52,32,406,515,0.55917,"yes",995,764,94,599,0,9,0,0,62,231,25,22,0,0,0,163,21,0.09447,0.60201,0.23216,0,0.00905,0,0
"1163","090035034002","1500000US090035034002","Block Group 2, Census Tract 5034, Hartford County, Connecticut",1251,185,100,107,40,131,112,25,70,481,770,0.61551,"yes",1251,1034,70,920,0,0,0,6,38,217,0,47,0,0,0,111,59,0.05596,0.73541,0.17346,0,0,0,0.0048
"1164","090035035001","1500000US090035035001","Block Group 1, Census Tract 5035, Hartford County, Connecticut",1718,288,129,53,114,30,47,0,64,993,725,0.422,"yes",1718,1421,6,1321,0,0,0,0,94,297,56,38,0,6,0,73,124,0.00349,0.76892,0.17288,0,0,0,0
"1165","090035036001","1500000US090035036001","Block Group 1, Census Tract 5036, Hartford County, Connecticut",999,27,31,49,27,71,52,26,7,709,290,0.29029,"no",999,890,361,438,0,31,0,0,60,109,72,0,0,0,0,37,0,0.36136,0.43844,0.10911,0,0.03103,0,0
"1166","090035037001","1500000US090035037001","Block Group 1, Census Tract 5037, Hartford County, Connecticut",1336,166,62,201,28,67,43,8,97,664,672,0.50299,"yes",1336,1237,0,1209,0,0,0,0,28,99,0,6,0,0,0,89,4,0,0.90494,0.0741,0,0,0,0
"1167","090035037002","1500000US090035037002","Block Group 2, Census Tract 5037, Hartford County, Connecticut",1329,214,101,21,101,61,120,44,0,667,662,0.49812,"yes",1353,1277,0,1195,0,0,0,0,82,76,0,25,0,0,0,51,0,0,0.88322,0.05617,0,0,0,0
"1168","090035038001","1500000US090035038001","Block Group 1, Census Tract 5038, Hartford County, Connecticut",1453,201,101,182,92,185,116,35,140,401,1052,0.72402,"yes",1467,1157,6,1100,0,0,0,30,21,310,50,57,3,0,0,161,39,0.00409,0.74983,0.21132,0,0,0,0.02045
"1169","090035038002","1500000US090035038002","Block Group 2, Census Tract 5038, Hartford County, Connecticut",73,0,0,0,0,0,0,0,0,73,0,0,"no",73,73,53,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.72603,0,0,0,0.27397,0,0
"1170","090035039001","1500000US090035039001","Block Group 1, Census Tract 5039, Hartford County, Connecticut",923,62,40,36,84,7,67,0,0,627,296,0.32069,"yes",923,911,5,882,0,0,0,0,24,12,0,0,0,0,0,0,12,0.00542,0.95558,0.013,0,0,0,0
"1171","090035039002","1500000US090035039002","Block Group 2, Census Tract 5039, Hartford County, Connecticut",688,39,21,23,0,17,4,38,33,513,175,0.25436,"no",693,666,22,619,0,0,0,0,25,27,0,27,0,0,0,0,0,0.03175,0.89322,0.03896,0,0,0,0
"1172","090035039003","1500000US090035039003","Block Group 3, Census Tract 5039, Hartford County, Connecticut",659,44,7,23,43,39,38,0,0,465,194,0.29439,"no",659,635,8,595,0,32,0,0,0,24,12,0,0,0,0,12,0,0.01214,0.90288,0.03642,0,0.04856,0,0
"1173","090035039004","1500000US090035039004","Block Group 4, Census Tract 5039, Hartford County, Connecticut",911,47,21,60,31,40,99,6,16,591,320,0.35126,"yes",938,915,8,860,0,0,0,13,34,23,0,0,0,0,0,23,0,0.00853,0.91684,0.02452,0,0,0,0.01386
"1174","090035039005","1500000US090035039005","Block Group 5, Census Tract 5039, Hartford County, Connecticut",777,13,18,0,8,41,49,38,0,610,167,0.21493,"no",777,758,35,699,0,0,0,0,24,19,0,0,0,0,0,0,19,0.04505,0.89961,0.02445,0,0,0,0
"1175","090035039006","1500000US090035039006","Block Group 6, Census Tract 5039, Hartford County, Connecticut",1353,96,117,64,35,104,90,33,122,692,661,0.48854,"yes",1353,1272,9,1152,7,0,0,0,104,81,0,9,0,0,0,72,0,0.00665,0.85144,0.05987,0.00517,0,0,0
"1176","090035040001","1500000US090035040001","Block Group 1, Census Tract 5040, Hartford County, Connecticut",427,17,0,4,58,0,71,24,24,229,198,0.4637,"yes",581,511,83,416,0,0,0,0,12,70,30,27,0,0,0,0,13,0.14286,0.71601,0.12048,0,0,0,0
"1177","090035040002","1500000US090035040002","Block Group 2, Census Tract 5040, Hartford County, Connecticut",1115,146,0,14,24,48,25,37,69,752,363,0.32556,"yes",1134,1111,0,1038,0,29,0,0,44,23,13,10,0,0,0,0,0,0,0.91534,0.02028,0,0.02557,0,0
"1178","090035040003","1500000US090035040003","Block Group 3, Census Tract 5040, Hartford County, Connecticut",1119,74,0,80,7,119,0,14,81,744,375,0.33512,"yes",1148,1148,9,1036,0,0,0,0,103,0,0,0,0,0,0,0,0,0.00784,0.90244,0,0,0,0,0
"1179","090035040004","1500000US090035040004","Block Group 4, Census Tract 5040, Hartford County, Connecticut",660,32,16,63,23,0,15,10,52,449,211,0.3197,"yes",665,634,0,594,0,28,0,0,12,31,0,0,0,0,0,31,0,0,0.89323,0.04662,0,0.04211,0,0
"1180","090035041001","1500000US090035041001","Block Group 1, Census Tract 5041, Hartford County, Connecticut",2112,226,211,160,145,242,179,21,25,903,1209,0.57244,"yes",2122,792,322,306,0,61,0,0,103,1330,650,30,0,0,0,576,74,0.15174,0.1442,0.62677,0,0.02875,0,0
"1181","090035042001","1500000US090035042001","Block Group 1, Census Tract 5042, Hartford County, Connecticut",688,22,0,59,27,0,26,0,11,543,145,0.21076,"no",915,829,577,200,17,0,0,0,35,86,33,10,0,0,0,32,11,0.6306,0.21858,0.09399,0.01858,0,0,0
"1182","090035042002","1500000US090035042002","Block Group 2, Census Tract 5042, Hartford County, Connecticut",2355,516,288,144,209,212,75,59,58,794,1561,0.66285,"yes",2355,1589,581,779,0,95,0,5,129,766,271,38,6,0,0,372,79,0.24671,0.33079,0.32527,0,0.04034,0,0.00212
